"x_m, y_m"
0.0,0.0
0.30332252291871364,-0.2325154643412951
0.6079564309995976,-0.46484979106941304
0.9169783131148687,-0.6956822085329691
1.2149657824964095,-0.9273583140851284
1.5134706650851282,-1.156193311527443
1.8321010632931147,-1.394228942276423
2.115372982334818,-1.6255028674524796
2.423350318734956,-1.8563466834884752
2.7504565923917186,-2.08784912872756
3.0640980131608777,-2.3401968317844215
3.3505145157179617,-2.569045293984445
3.6564014070552067,-2.775028370598857
3.983022855020202,-3.0054815463788596
4.251995130089295,-3.2608234406410705
4.58641338763145,-3.4697794585834396
4.876352264435643,-3.7103385655261154
5.166340457466299,-3.934777430010471
5.459147112733191,-4.175122053251222
5.800197932121185,-4.4135652095690086
6.079629139473013,-4.631482848373324
6.466904232437873,-4.844197363707802
6.694456800083344,-5.081484968649718
7.013627034924552,-5.297678792685921
7.314302455083449,-5.591997167414675
7.636720318258465,-5.8208192712337015
7.941021957184869,-6.077090616911115
8.194625525883819,-6.217287762653411
8.5132018136989,-6.472942893507012
8.794771070586924,-6.712988916734395
9.089654222532362,-6.961722389213534
9.374752737083314,-7.255669737122049
9.757997314129353,-7.4178378008830075
9.9947214099522,-7.737923659327332
10.31412709879133,-7.876021641477084
10.683878425523911,-8.09031489800334
10.970875302825545,-8.377508779505273
11.31887069408655,-8.659178480449723
11.538254935490649,-8.84267479933525
11.885921699024175,-9.068772583418262
12.285014817968873,-9.234614813969639
12.382270524717727,-9.583024429100478
12.765030890932875,-9.716632732827845
13.178238282617174,-10.045235107563402
13.473271873586304,-10.204626572771181
13.639443499662274,-10.369785815619538
13.939834591338371,-10.678917988110687
14.18987378656901,-10.83337991298076
14.53128762218834,-11.09786890305953
14.870525580492542,-11.390408425256682
15.191246998955904,-11.613484968666633
15.528560865137282,-11.763082843029643
15.797919837702361,-12.038511016940815
16.00253759890287,-12.342963287708423
16.48619408667484,-12.348127836410082
16.755290059452044,-12.789709305190977
16.889623133507975,-12.870888454522781
17.33303527232019,-13.259326730528779
17.65554737805636,-13.490557472515896
17.995885634328406,-13.72013982358458
18.302285156630344,-13.991885540712001
18.50443661667228,-14.070161875961404
18.852488786940924,-14.422616317803355
19.06804953663961,-14.418853954492157
19.41062412467623,-14.787739235145832
19.7563625884396,-15.070050605743633
20.013527767197857,-15.307213555260462
20.272344351417917,-15.629712778713298
20.646146533576918,-15.815707335023586
20.88190076585184,-15.855275084285717
21.369875709241345,-16.156868863809258
21.644971562802148,-16.50142271231284
21.925354929060035,-16.64448575924119
22.257952694170854,-16.860822618803887
22.42714306500391,-17.12274751722268
22.7490313200348,-17.40638652553182
22.95387793407071,-17.740379076157748
23.224669582700294,-17.927941157311906
23.688871488131934,-18.114311748919004
23.851170078183834,-18.291082472213752
24.21455858007235,-18.699486751493442
24.832220240914488,-18.523609212849433
24.975556876491968,-18.9475386988369
25.222238379249458,-19.312942724850718
25.293213523240723,-19.584073927793415
25.749001252458182,-19.81446978226967
26.017209914357466,-20.03172925897491
26.37070990637669,-20.212291163510688
26.710649102092763,-20.41386052079717
27.179738266074594,-20.753765954934572
27.47576100084873,-20.786378745521016
27.559869721019922,-21.15694517636817
28.148273402571625,-21.350267214144175
28.20464768914147,-21.54365242803243
28.50443350030729,-21.706347574312765
29.190509974279927,-21.97212799688398
29.11759079175804,-22.205130864512032
29.595545907186963,-22.368527438830743
29.571104916704925,-22.663704004590194
29.918935260463122,-22.877358924948126
30.54580008367196,-23.105360962531435
30.762987308124917,-23.510312489600203
31.049362886164346,-23.8299611221729
31.21870724401735,-23.842057130922843
31.713456308929004,-24.170693409280325
31.89977475461714,-24.44744982889849
32.02935199875279,-24.584088064412576
32.41205956389449,-24.99125105994308
32.898510071529145,-24.93542031590232
32.80170821311183,-25.443391786675082
33.33612746083014,-25.447165103002824
33.374594474009854,-25.855967128669125
33.84954792811875,-25.84107902446437
34.03073052930774,-26.40384540378833
34.713563972886426,-26.65315337279512
35.18965247613951,-26.51478368886315
35.07956926006351,-26.987181014913386
35.874828938536346,-27.03301121509477
35.84168139233265,-27.312108893418475
35.92621089287816,-27.667902691350307
36.71169696533413,-27.87912244693707
37.12798099198883,-28.060892934955078
36.876524081647275,-28.116955543446622
37.841106843547884,-28.115037811397375
37.635290965754464,-28.684911036339773
38.36663559651027,-28.57363902361813
38.688416922117874,-28.78632860543446
38.858425213761315,-28.892268325783654
39.182138635021886,-29.115589827506643
39.56016683954905,-29.043759547459054
39.83155593092896,-29.106970656214287
40.21389376556539,-28.980616395729335
40.87703337032499,-29.190236732904783
41.04748589723321,-28.769429908284106
41.368686512138034,-28.4514619222177
41.353777299807426,-28.28436434935306
40.93008214864179,-27.821852002831335
40.850707298446935,-27.639823169328178
41.266398083663866,-27.070224334869277
40.700056467972686,-26.712462739907366
40.66585245171891,-26.310189258782177
40.421289556509336,-26.093889880713146
40.58234279089225,-25.426556963681588
39.8898808849865,-25.25429388236581
39.99406073447019,-24.889758137614532
39.81329276901706,-24.454263447213215
40.09264596812943,-24.3421787368352
39.3483180519587,-23.746180316105917
39.73799895527332,-23.519306863295512
39.3265644192924,-23.036854441217372
39.677128241863635,-22.804294369303722
39.05912447759201,-22.41312729478756
38.918582130495786,-21.995850511885664
39.268621292606504,-21.785352069065066
38.59140697087803,-21.16470213159938
38.52364629622072,-20.90367695629293
38.60056680081806,-20.40266797482373
38.648954884501855,-20.19150299909316
38.54553674920696,-19.89789691507064
37.926850444131176,-19.433812166942968
38.22854400184687,-19.02999354898387
38.28361310617201,-18.861813975343697
37.78615367013233,-18.401980942617808
37.854377607238575,-18.0135531071709
37.43446097503811,-17.65258835220077
37.61787367592497,-17.309025128725473
37.277083808911904,-16.86387050710277
37.420000719151396,-16.70806893809423
37.33550331113999,-16.123367157860297
36.99526366695804,-15.841281921262553
36.80877249358195,-15.584122632645176
36.89673279467816,-15.107380654145333
37.22929180416837,-14.746005388855691
36.74291322433451,-14.414116621401341
36.93615334286714,-13.947739039991417
37.04854239205026,-13.47934554842157
36.877033829428235,-13.195882413558069
36.906868848392875,-12.704856860751198
37.0129712301673,-12.405989709910273
37.41999052624535,-12.064391990380555
37.35427836545622,-11.754900154856616
37.46356214011892,-11.298102665063034
37.61435594801533,-10.929612482534377
37.58464469768744,-10.665801859282379
38.291361203160996,-10.32128125971791
38.34731047237104,-9.969454968658464
38.21449450089073,-9.627875383735084
38.401841128827,-9.272271829168748
38.826880955870315,-8.956380784320737
39.09342800845764,-8.68182973266544
39.192853616169195,-8.355987561109822
39.477719491843715,-8.06426466021145
39.66292960512987,-7.901233669382095
39.893424172913846,-7.685028891682217
40.389169417357046,-7.353175857952643
40.54911269597548,-7.161855626831416
41.131609193443175,-6.942849443098277
40.93721652268315,-6.710905490453471
41.48500119180547,-6.503266483497775
41.93400846810918,-6.311781298497629
41.883473354331045,-6.112806549355668
42.433457007101566,-5.87210258646058
42.60952945267833,-5.732259779499719
43.06789407738326,-5.508921785556962
43.36455419059092,-5.298510991776128
43.801384912920625,-5.121471356226797
43.835946743610364,-4.906555203720131
44.422928352828926,-4.694140210883066
44.656431506680505,-4.517336703942628
45.439750211575344,-4.344220233806823
45.32080167220371,-4.070614411464583
45.79356071702504,-3.9129347192475046
45.50504016984442,-3.665689931575311
46.445850125507164,-3.4815094976214764
46.60309667609597,-3.2908390339485996
47.47076568802115,-3.057780207435978
47.40845766597956,-2.8798359040264807
47.86171517808661,-2.6964808910836005
47.82261070821227,-2.4839665566760902
48.447718875488235,-2.2514888757981173
48.998408469710554,-2.074353504978502
49.16512403562043,-1.8682961853977897
49.2115501538155,-1.6594725174242704
49.5933231195463,-1.4540803965921285
49.30822777834066,-1.266544099473813
50.222910476351245,-1.0510321805364236
50.64496941789947,-0.8475854872787504
51.19459123476981,-0.6422024801809594
51.23805013293955,-0.43483175950081665
51.70857834197316,-0.22742535084856544
51.88914633981026,-0.009548857636228574
52.27793491997584,0.2168529853546245
52.15250191556357,0.4625597858138909
52.400864868254914,0.7182295791529938
52.73257333015771,1.0050042481012915
53.14459242206391,1.3029555001137525
53.64824388765534,1.6330028289133847
53.92471154904305,1.970256488437735
53.71683764748017,2.2883192463149893
54.23203855139972,2.6328924149936417
53.928488695722116,3.0049992716087144
54.203020473385905,3.3427869691373138
54.74201034800994,3.678862334540187
54.45788950981936,4.047457783578933
54.845771303267945,4.403401227530339
55.09741894140488,4.774592228293948
54.34819861868119,5.069958754934495
55.203870520331925,5.482620269115121
55.47118854216275,5.785878586884893
55.50052993199578,6.23724807662013
54.75516331808848,6.50795118992611
55.66916091781741,6.84153632685756
56.08060535679999,7.219257652436112
56.15797388709779,7.4240181008690636
56.685364206638695,7.8294895019904605
57.14603846700457,7.942064609352479
56.4474547618634,8.221687915793401
57.437906742994755,8.362054803819634
57.21679031301359,8.523591649052246
57.71776046918896,8.717025013376437
58.34107918353627,8.857051853675411
58.87693151831804,8.991226868843036
59.32881424281649,9.118644026804992
59.726297580224724,9.278775600007442
59.987253515256214,9.408932649986593
59.80817030299848,9.525740451731656
61.07676876484209,9.666242642953387
60.53478437781438,9.794032544313993
61.424961175016215,10.177441359452745
61.8096109067845,10.43894103793013
62.049451129237724,10.709769498624212
62.04385883232204,10.980471553281337
62.31017262419377,11.185618917163847
62.2207094148538,11.499016668206147
62.96282571810728,11.851669440323565
63.077031533844874,12.237533390158335
63.18247854377054,12.66870385439636
63.158050957809806,13.040283231140657
63.197478196928145,13.289720792536526
62.65380070519012,13.807999170364353
62.74413560735068,13.970549897063034
63.275532424729015,14.299914265203101
63.41468268110857,14.815250533924736
63.607742198459846,15.285468477437728
63.330496296149306,15.583825928363437
63.0765133217908,16.024945240864618
63.64049384600163,16.4713204918474
63.30797702591641,16.784204728604102
63.54985370224645,17.14380634866564
63.53288862055819,17.482105563672683
64.0974675452802,17.771421221778652
63.68782481478677,18.22938767046524
64.11165095053501,18.53985551683718
64.37738070239976,18.89117616552397
64.84329873126353,19.254514411011026
65.57743791194596,19.56265976249728
65.01824358155889,19.83522591546988
65.73286154819115,20.161707988878412
65.77250890205528,20.341382373419016
65.5955229164175,20.61939946041022
65.83672003517762,20.67769859012152
66.50819098448726,20.93268502713361
66.65391573126175,21.372087666442035
67.43372600763615,21.40523548329021
67.60117507493571,21.91527681155596
67.85943734103402,21.79330137643733
68.18249963596254,22.153348256716132
68.0358719564244,22.191671752071795
68.49206329261841,22.46352138500136
68.30278857404647,22.586192889943064
69.43768616721587,22.867557060540804
69.60938300502771,22.724557242777237
70.36914726710141,22.940662683424705
71.43040088458099,23.06163064319304
71.15740015997996,22.957186668747415
71.59777018160236,23.09824389763528
72.38730851550075,23.36091461129824
71.92350348313204,23.201964296242465
72.63012216168892,23.263689184132335
72.0038361749634,23.318465147117745
73.31840372287252,23.042636021157143
73.75544038193091,23.083451098629368
74.01280383855023,22.633909474452903
74.07435269243811,22.622896189052856
75.15840663461283,22.777582127316965
75.79684487635294,22.382602149846505
75.3058930177488,22.185231879534605
75.86500174369121,22.051276981576763
76.05168333229264,21.94831094258051
76.2612253524218,21.658348727082263
76.34608649843985,21.51838701325774
77.75947765586855,21.376696904891716
77.93214777395579,21.31038597426941
78.00954634155093,21.076577652593574
78.23313406651494,20.873438907088143
78.63334665932304,20.870145577231607
79.07123669589004,20.64969327480055
79.09909775418417,20.53632303043112
79.75431936764483,20.308508567737558
79.87517761744786,20.193994479197418
80.43379596459813,20.05503551940486
80.31331425426548,19.8322254829057
80.13336224245131,19.653415894983322
81.38358457678306,19.69213082169878
81.58360567015045,19.382714445866497
82.4284461664646,19.435176984457293
82.00225927143961,19.556435194989174
82.38466210870466,19.719868871845964
83.2711372421744,19.890670808039484
83.42368065852614,20.079834357662385
84.0566194912231,20.240353832140595
84.5468580229651,20.39727904989672
85.78789323416497,20.878409592778134
85.0096066034408,21.070015156015
84.59341655484839,21.060756156995406
85.47844929904164,21.454520933578
86.61422441191043,21.729250471599826
86.35242069127371,21.95844266381581
86.13592719413411,22.35273929673679
86.85934020464767,22.48396215868235
86.79599660520832,22.89320103198797
87.10768475896506,23.115962357011934
87.28275017859076,23.31800975972698
87.18569666516018,23.540905458334176
88.27947590296819,23.774213479535515
87.41809166895992,24.09160484728745
88.12078548101772,24.36497364534913
88.34869309479815,24.82066701190598
89.13434972701926,24.888959240755003
89.27016166088391,25.49444789921152
89.79571179213507,25.56184890433869
89.21981521739886,26.14951703084316
89.76302282307537,26.124993277018625
90.28175414181824,26.3899170430627
90.55547755024975,26.65239295664295
90.87104095233957,26.84844566870439
90.71246664834283,26.899266024768444
91.61872594330914,26.947114129809457
92.46081081536988,27.274931184622446
92.97399046173831,27.04343457755395
92.37556381737554,27.306560071119247
92.89704857365416,27.047876949392773
93.58042496996235,26.86598443886245
94.37521813946447,27.112667956486742
93.60851387371129,27.165436946639712
94.88369794757273,26.705105371470637
94.13759051327867,26.416312936430824
95.68116980115792,26.243083944934494
95.41681617838364,26.030020520625023
95.844378597184,25.615750032481028
95.75640879953943,25.51514784020544
96.2878142344871,25.462254488634052
96.37779001177992,24.62997450196634
96.58254569445371,24.487881326869584
96.27702802691155,24.095200966483763
96.77648399860249,23.90915658267471
97.32590267745891,23.441791401002995
97.49224574954917,23.669392762786355
97.52468553355207,23.51866204169395
97.45442842870254,23.48321574298629
99.1500154931809,23.351792163517448
99.26531859815233,23.441796834271095
99.20737401874615,23.39763822093728
99.75518179022792,23.535560412706154
100.25506282316982,23.812107224722496
99.83749779790111,23.810822006758876
100.91630297504555,24.016634574844435
102.03495476434048,23.927559996179735
101.63094673137246,23.9813289081657
102.40659210837111,24.022807365682713
103.01251697946618,24.041637556882037
102.95564186044902,24.26399015430135
103.2913174101697,24.165803869832718
104.35289174460694,24.381904668589208
103.62385653668534,24.191167967103652
104.21777632348865,24.608059044223793
103.5093707169363,24.541881815244572
104.67563735443622,24.80009433801598
105.84667800732554,24.792317802859813
105.28646591638503,24.819188232353014
105.69337056741377,25.049296588053167
107.36748779505236,25.07134392951397
107.26682847768636,25.073111865054745
107.47649443743941,25.1296579387906
107.92204132486371,25.15624656575625
108.92321112630741,25.594874420382006
108.87975716845975,25.541734947882926
108.71550260530113,25.40891865361324
108.17923485995748,25.3957032900939
108.84311738686146,25.741259032630357
108.79775139237603,25.88003677351375
111.01437352489799,25.929314641007757
109.86223247592757,26.181027211237886
110.40527253306308,26.03066970000988
111.6511891250764,26.464393659034513
110.94507168223512,26.366811931835755
112.24304633551213,26.516565700769874
112.26672240273172,26.39740034943257
113.70657412714202,26.65973941109808
112.84404629012924,27.06981958527365
114.31881829143613,27.406618674494123
114.20469921680275,27.675515582103056
112.38977624256339,27.936750489775683
114.0735022766545,28.184286350835993
113.06683658330002,28.453050148117395
114.08575143628443,28.777030466122145
115.39084042981864,29.114638664927238
114.73312394726392,29.462591427914898
114.2140972125352,29.339918022227824
115.90402795227548,29.936413581781963
115.73631661439828,30.416036659880437
116.37907039382148,30.31454015672612
115.6893196512331,30.724841122384174
116.9043565116086,31.05727020875901
116.47582228155682,31.39142912386276
117.77856476781858,31.95238473619086
117.04008549666447,31.990730926032004
116.86278301240425,32.16956152655149
118.0211959294052,32.62903825299678
118.35295973721485,32.90881255175399
116.97627565894504,33.36264871446956
118.70133089161425,33.5195295794411
118.81660156444427,33.92337899444136
119.3813700317837,34.2086917327382
119.16005885973445,34.12944919106327
118.212143920142,34.47124067534409
120.04355449405067,34.958440580008116
119.95668077776448,35.15634128938112
120.15102914890934,35.753953475819394
119.57359447344668,35.95336437772901
121.33105760196968,36.16930590479994
120.4171666408157,36.432984472417075
121.29392497410937,36.76937945979065
121.71892464136108,37.55320493533508
122.033591239639,37.52641393298205
121.90393683476834,37.69685600278756
121.34974386098268,38.08191880616409
122.0887254438915,38.57556994177396
122.70062554751128,38.79539694938941
121.8439301566342,39.13073736094382
123.28528026742514,39.30656366537211
122.9370452130917,39.49155111664028
122.7112211693853,39.354179173246926
124.23253726270826,40.380114320196725
123.41571097763509,40.36558605101523
123.86847346333163,40.43095289167499
123.45442086888708,40.82069982035964
125.13445896232884,41.17187149049588
125.53320024732776,41.9223981648563
125.25690491901328,41.97034693123911
125.26397435098644,42.28299731140171
125.01057539488455,42.54015322561596
125.69911479799664,42.889763600161764
126.07294229732861,42.810790340046864
126.7439746371107,43.30382600374252
125.3134926408209,43.77694045963067
126.04744151215631,43.81203776418956
126.91892631185466,44.136770054226915
126.06928355603405,44.604551139196694
126.2744317421499,44.5439518246491
127.22087976065504,45.263694911782146
128.14560183856025,45.58268729203892
128.31993938109676,45.76577425176753
129.33135529108134,46.000817737187056
127.27318525004304,46.32058212926459
129.6985710762981,46.92108652376553
129.230481885875,46.553063325068145
129.75101862297797,46.768543835689954
128.74283201511926,47.37260896261468
129.81013598182938,47.986499908591604
129.35723611893275,48.16832222409974
130.120827532858,48.23775706743981
128.64595852976734,49.09900518863695
129.48847664401003,49.38707186553235
130.50825360948116,49.678409423532464
130.6067577064922,49.47396079095821
131.29579107662917,50.102825937449445
130.80085543022406,51.03660521875603
130.79936473971702,50.95909834218659
130.82427462889643,51.24314490965594
131.598031407977,51.185305188555496
129.63209293399987,50.93146042718375
130.2973490378369,51.11066889981419
128.32265191785248,51.434720442772104
129.47860092840682,50.845400941061364
128.50078485157775,51.40055023347196
127.74560981953483,51.08461726862983
127.18195523748818,51.00318920029535
126.20630499127796,50.8820306314753
127.83452533818836,50.42602190749277
126.41379533808644,50.71925895508608
126.48640334678544,50.38216969846727
125.64436342749127,50.719944224792364
124.64180841890173,50.53002869743086
125.49280902838375,50.04107602619868
125.6861218367513,49.90396096100367
123.81063298467829,49.88552814063269
123.80801941200696,49.399754242523905
123.54453131982847,49.34168672460284
124.09029496468217,49.74418323867012
123.39803809179855,49.61953931482017
122.26224604389222,49.5305704080483
121.99911640500264,48.75890814309162
122.61981440126608,48.92633068223602
120.74354279196682,48.251478462097765
121.22941107382994,48.79408576296658
120.67199438924185,48.597480891868784
